,location,latitude,longitude,fatality_count
504,"Council, ID",44.7298876,-116.4381985,1
505,"Coushatta, LA",32.014883399999995,-93.3421165,1
506,"Covina, CA",34.0900091,-117.8903397,1
507,"Covington, GA",33.5967815,-83.86018270000002,2
508,"Covington, LA",30.4754702,-90.1009108,1
509,"Cranbury Township, NJ",40.3025907,-74.511172,1
510,"Crandon, WI",45.57190720000001,-88.9028922,2
511,"Crawford County, OH",40.8268068,-82.99316069999998,1
512,"Crawfordsville, IN",40.0411536,-86.87445160000001,1
513,"Crenshaw County, AL",31.6671872,-86.3376761,1
514,"Crescent City, CA",41.7557501,-124.2025913,1
515,"Crescent City, FL",29.4302514,-81.51062879999998,1
516,"Creston, IA",41.0586002,-94.3613474,1
517,"Crestwood, KY",38.3242355,-85.4724593,1
518,"Crowell, TX",33.983973,-99.7248158,1
519,"Crowley, LA",30.214092800000003,-92.3745761,1
520,"Crownpoint, NM",35.6780769,-108.1511785,1
521,"Crystal Springs, FL",28.1814008,-82.1575843,1
522,"Crystal, MN",45.0327425,-93.3602286,1
523,"Culpeper, VA",38.4729632,-77.9962512,1
524,"Cumberland County, KY",36.7776446,-85.35496499999998,1
525,"Cumming, GA",34.2073196,-84.14019259999998,3
526,"Cushing, OK",35.9850639,-96.76697,1
527,"Dade City, FL",28.3647248,-82.19591779999998,1
528,"Dadeville, AL",32.831238,-85.76356919999998,1
529,"Dakota City, IA",42.7221935,-94.1971836,1
530,"Dalhart, TX",36.0594772,-102.5132497,1
531,"Dallas, NC",35.31652570000001,-81.17618949999998,1
532,"Dallas, OR",44.9192844,-123.3170472,1
533,"Dallas, TX",32.7766642,-96.7969879,14
534,"Dalton, IL",41.63892360000001,-87.60726799999998,1
535,"Danbury, CT",41.394817,-73.45401109999997,1
536,"Danville, CA",37.8215929,-121.9999606,1
537,"Danville, IL",40.124481,-87.6300207,1
538,"Danville, VA",36.5859718,-79.39502279999998,2
539,"Darlington County, SC",34.3649897,-80.0087746,2
540,"Davenport, IA",41.5236437,-90.5776367,2
541,"Davidson County, NC",35.7748479,-80.1875065,1
542,"Davidsonville, MD",38.9227639,-76.62855449999998,1
543,"Davie, FL",26.0764783,-80.25211569999998,1
544,"Daviess County, KY",37.7307984,-87.10237459999998,1
545,"Dayton, OH",39.7589478,-84.1916069,4
546,"DeKalb County, GA",33.7956441,-84.2278796,1
547,"DeLand, FL",29.028318,-81.3031179,3
548,"DeRidder, LA",30.8463055,-93.2890527,1
549,"DeSoto, TX",32.589699800000005,-96.8570738,1
550,"Dearborn County, IN",39.17130750000001,-84.98175400000002,1
551,"Dearborn Heights, MI",42.3369816,-83.27326269999998,1
552,"Dearborn, MI",42.3222599,-83.17631449999998,2
553,"Decatur County, TN",35.595087,-88.1291387,1
554,"Decatur, GA",33.7748275,-84.2963123,1
555,"Deer Park, AL",31.2169307,-88.3145093,1
556,"Deer Park, WA",47.9543375,-117.476891,1
557,"Deerfield, IL",42.1711365,-87.8445119,1
558,"Defiance, OH",41.2844933,-84.3557802,1
559,"Del City, OK",35.4420062,-97.4408698,1
560,"Del Mar, CA",32.9594891,-117.2653146,1
561,"Del Rio, TX",29.3708857,-100.8958674,1
562,"Deland, FL",29.028318,-81.3031179,1
563,"Delano, CA",35.7688425,-119.2470536,3
564,"Delaware, OH",40.2986724,-83.067965,1
565,"Delhi, CA",37.4321589,-120.7785354,1
566,"Delray Beach, FL",26.4614625,-80.07282009999999,2
567,"Deltona, FL",28.9005446,-81.26367379999998,4
568,"Deming, NM",32.2686981,-107.7586404,1
569,"Demopolis, AL",32.517636100000004,-87.83640199999998,1
570,"Denham Springs, LA",30.48685639999999,-90.9562125,2
571,"Denton County, TX",33.1418611,-97.179026,1
572,"Denton, TX",33.2148412,-97.13306829999999,2
573,"Denver, CO",39.7392358,-104.990251,25
574,"Deptford, NJ",39.8227054,-75.11951069999998,1
575,"Derry, NH",42.8806437,-71.32733459999999,1
576,"Des Moines, IA",41.5868353,-93.6249593,4
577,"Des Moines, WA",47.4017661,-122.32429009999998,2
578,"Desert Hot Springs, CA",33.961124,-116.5016784,2
579,"Desha, AR",35.7361886,-91.6798619,1
580,"Detroit, MI",42.33142700000001,-83.0457538,9
581,"Devil's Lake, ND",48.112779,-98.8651202,1
582,"Dickson, TN",36.0770048,-87.38778990000002,1
583,"Dilley, TX",28.6674802,-99.1705887,1
584,"Dillon, MT",45.21663239999999,-112.6389244,1
585,"Dinosaur, CO",40.243578,-109.01456129999998,1
586,"Dinuba, CA",36.5432837,-119.3870656,1
587,"District Heights, MD",38.8576128,-76.8894171,1
588,"Dolton, IL",41.63892360000001,-87.60726799999998,1
589,"Douglas City, CA",40.65180230000001,-122.9438195,1
590,"Douglas, AZ",31.344547100000003,-109.5453447,1
591,"Douglas, GA",31.508807300000004,-82.84986540000001,1
592,"Douglas, WY",42.7596897,-105.3822069,2
593,"Douglasville, GA",33.7514966,-84.7477136,2
594,"Dover Township, PA",39.9900653,-76.8951551,1
595,"Dover, AR",35.4014712,-93.1143407,1
596,"Dover, DE",39.158168,-75.5243682,1
597,"Downey, CA",33.9401088,-118.1331593,1
598,"Draper, UT",40.5246711,-111.8638226,1
599,"Duarte, CA",34.1394513,-117.9772873,1
600,"Dublin, NC",34.65683610000001,-78.726407,1
601,"Dumas, TX",35.8653789,-101.9732236,1
602,"Dundalk, MD",39.2506633,-76.5205184,1
603,"Dundee, FL",28.0225206,-81.6192432,1
604,"Dunsmuir, CA",41.2082089,-122.27195290000002,2
605,"Dunwoody, GA",33.9462125,-84.3346473,1
606,"Durham, CA",39.6462733,-121.7999767,1
607,"Durham, NC",35.99403289999999,-78.898619,6
608,"Dyer, IN",41.4942021,-87.52170679999998,1
609,"Dyersburg, TN",36.0345159,-89.38562809999998,1
610,"Eagan, MN",44.80413220000001,-93.1668858,2
611,"Eagar, AZ",34.1111581,-109.291475,3
612,"Eagle Mountain, UT",40.31411689999999,-112.006882,1
613,"East Baton Rouge, LA",30.5693593,-91.09694,2
614,"East Bernstadt, KY",37.1895318,-84.1177098,1
615,"East Flat Rock, NC",35.2801166,-82.42206309999997,1
616,"East Hollywood, CA",34.091341,-118.29358909999998,1
617,"East Los Angeles, CA",34.0224417,-118.1669736,1
618,"East Point, GA",33.6795531,-84.43937240000002,3
619,"East Ridge, TN",34.99474410000001,-85.2256635,1
620,"East St. Louis, IL",38.62451400000001,-90.1506465,1
621,"East Stroudsburg, PA",41.003052200000006,-75.1817547,1
622,"East Troy, WI",42.7852922,-88.40509600000001,1
623,"East Wenatchee, WA",47.41568239999999,-120.2931263,1
624,"Eastaboga, AL",33.6070215,-86.0187907,1
625,"Eaton County, MI",42.5886496,-84.7733325,1
626,"Eaton Rapids Township, MI",42.5681472,-84.75244819999998,1
627,"Eau Claire, WI",44.811349,-91.4984941,4
628,"Ebey Island, WA",47.9695409,-122.1618,1
629,"Eclectic, AL",32.6354093,-86.03440789999998,1
630,"Eden, GA",32.173813,-81.39066779999997,1
631,"Edgewater, FL",28.988875399999994,-80.9022758,1
632,"Edgewood, NM",35.0614358,-106.1914141,1
633,"Edinburg, NY",43.2217388,-74.1040191,1
634,"Edinburg, TX",26.3017374,-98.1633432,2
635,"Edmond, OK",35.6528323,-97.47809540000002,2
636,"Edmonton, KY",36.9800563,-85.61219059999998,1
637,"Edmund, SC",33.8615392,-81.20009870000001,1
638,"Efland, NC",36.0811881,-79.16903149999997,1
639,"Ehrenberg, AZ",33.6041914,-114.5252322,1
640,"El Cajon, CA",32.7947731,-116.9625269,2
641,"El Monte, CA",34.0686206,-118.0275667,2
642,"El Paso, TX",31.7618778,-106.4850217,11
643,"El Sereno, CA",34.07358120000001,-118.17864070000002,2
644,"Elberton, GA",34.111222600000005,-82.8670839,1
645,"Eldorado Springs, CO",39.9324862,-105.2769348,1
646,"Eldorado, NM",35.52642410000001,-105.9347424,1
647,"Elgin, IL",42.0354084,-88.2825668,1
648,"Elizabethton, TN",36.3487196,-82.21068760000001,1
649,"Elizabethtown, KY",37.7030646,-85.8649408,3
650,"Elk Grove, CA",38.4087993,-121.3716178,2
651,"Elk Plain, WA",47.05315510000001,-122.39762,1
652,"Elkhart, IN",41.6819935,-85.9766671,2
653,"Elkhorn, WI",42.6727927,-88.5445447,1
654,"Elkins, WV",38.92593970000001,-79.8467349,1
655,"Elko, NV",40.8324211,-115.7631232,1
656,"Elkridge, MD",39.19787879999999,-76.7625073,1
657,"Elkton, MD",39.60677889999999,-75.83327179999998,3
658,"Ellis County, TX",32.2619765,-96.8350999,2
659,"Elmira, NY",42.08979650000001,-76.8077338,1
660,"Elsmere, KY",39.0125608,-84.60466629999998,1
661,"Elyria, OH",41.36837979999999,-82.10764859999998,1
662,"Emeryville, CA",37.8395028,-122.2892278,2
663,"Emporia, VA",36.6859829,-77.5424809,1
664,"Encinitas, CA",33.0369867,-117.2919818,1
665,"England, AR",34.5442609,-91.9690284,1
666,"Englewood, CO",39.6477653,-104.9877597,1
667,"Englewood, FL",26.9620053,-82.35259520000002,2
668,"Englewood, OH",39.8775553,-84.3021672,1
669,"English, IN",38.3345045,-86.4641498,1
670,"Enid, OK",36.3955891,-97.8783911,1
671,"Enoree, SC",34.6565154,-81.9650977,1
672,"Epping, NH",43.0534843,-71.0735476,1
673,"Erie, PA",42.12922409999999,-80.085059,1
674,"Ernul, NC",35.2526614,-77.07967099999998,1
675,"Escalon, CA",37.7974273,-120.9966033,1
676,"Escondido, CA",33.1192068,-117.086421,1
677,"Essex, MD",39.30927430000001,-76.47496199999998,1
678,"Estill Springs, TN",35.2706372,-86.1280417,1
679,"Euclid, OH",41.5931049,-81.5267873,1
680,"Eufaula, AL",31.8912717,-85.1454876,1
681,"Eufaula, OK",35.2873206,-95.58248460000002,1
682,"Eugene, OR",44.0520691,-123.08675359999998,5
683,"Euless, TX",32.8370727,-97.08195409999999,2
684,"Eureka, CA",40.80207120000001,-124.1636729,1
685,"Eustis, FL",28.8527675,-81.68535340000003,2
686,"Evangeline Parish, LA",30.782178100000007,-92.38136209999999,1
687,"Evans, CO",40.3763701,-104.6921874,2
688,"Evansville, IN",37.9715592,-87.5710898,4
689,"Everett, MA",42.40843,-71.0536625,1
690,"Everett, WA",47.9789848,-122.2020795,1
691,"Everton, MO",37.3425477,-93.702428,1
692,"Fair Oaks, CA",38.6446264,-121.27217179999998,2
693,"Fairbanks, AK",64.8377778,-147.7163888,9
694,"Fairborn, OH",39.8208925,-84.01937889999998,1
695,"Fairchance, PA",39.8247986,-79.7544923,1
696,"Fairchild, WI",44.6002391,-90.9629277,1
697,"Fairfax, OK",36.5736587,-96.7041988,1
698,"Fairfax, VA",38.84622359999999,-77.30637329999998,1
699,"Fairfield, CA",38.2491956,-122.04051509999998,1
700,"Fairfield, CT",41.1408363,-73.2612615,1
701,"Fairfield, OH",39.3454673,-84.56031870000002,1
702,"Fairfield, TX",31.724612800000006,-96.1652481,2
703,"Fairhope, AL",30.5229719,-87.9033261,1
704,"Fairland, OK",36.7511833,-94.8474567,1
705,"Fairmont, MN",43.65217750000001,-94.4610832,1
706,"Fairmont, WV",39.4850848,-80.1425781,1
707,"Fairview, OH",40.0570139,-81.2328871,1
708,"Fairview, TN",35.98200739999999,-87.12139529999996,2
709,"Falcon Heights, MN",44.991632300000006,-93.166333,1
710,"Fall River, MA",41.7014912,-71.1550451,1
711,"Falls Church, VA",38.88233400000001,-77.17109140000002,1
712,"Farmers Branch, TX",32.9265137,-96.89611509999999,1
713,"Farmington, AR",36.04202479999999,-94.2471515,1
714,"Farmington, NM",36.72805830000001,-108.2186856,3
715,"Farmville, VA",37.30209650000001,-78.3919401,1
716,"Fayetteville, AR",36.082156,-94.1718542,2
717,"Fayetteville, NC",35.0526641,-78.87835849999998,3
718,"Federal Heights, CO",39.8596261,-105.0158511,1
719,"Federal Way, WA",47.3223221,-122.3126222,4
720,"Fife, WA",47.2392665,-122.3570664,1
721,"Findlay, OH",41.04422,-83.6499321,1
722,"Finney County, KS",38.0625252,-100.8903099,1
723,"Fishers, IN",39.95675479999999,-86.01335,1
724,"Fisty, KY",37.3352367,-83.1013964,1
725,"Flagstaff, AZ",35.1982836,-111.651302,9
726,"Flatwoods, KY",38.5225804,-82.71710809999998,2
727,"Fletcher, NC",35.430671200000006,-82.5012316,1
728,"Flint, MI",43.0125274,-83.6874562,2
729,"Floral City, FL",28.7499876,-82.29675809999998,2
730,"Florence, AZ",33.0314508,-111.38734309999998,1
731,"Florence, CA",33.9744592,-118.2481287,2
732,"Florence, OR",43.9826214,-124.099841,1
733,"Florence, SC",34.1954331,-79.7625625,1
734,"Florida City, FL",25.4478898,-80.47922369999998,1
735,"Florissant, MO",38.789217,-90.322614,1
736,"Floyd County, GA",34.2828967,-85.23084140000002,1
737,"Follansbee, WV",40.3275693,-80.5959065,1
738,"Fond du Lac, WI",43.7730448,-88.44705079999999,1
739,"Fontana, CA",34.0922335,-117.435048,5
740,"Forest Park, GA",33.6220542,-84.36909179999998,1
741,"Forest Park, IL",41.8794758,-87.81367,1
742,"Foresthill, CA",39.0201768,-120.81798909999998,1
743,"Forks Township, PA",40.7345429,-75.21289959999999,1
744,"Fort Ashby, WV",39.5031465,-78.76862969999998,1
745,"Fort Collins, CO",40.5852602,-105.084423,4
746,"Fort Dodge, IA",42.49746939999999,-94.16801579999999,1
747,"Fort Lauderdale, FL",26.1224386,-80.13731740000001,2
748,"Fort Littleton, PA",40.062687200000006,-77.9636513,1
749,"Fort Lupton, CO",40.0847055,-104.8130275,1
750,"Fort Madison, IA",40.6297634,-91.31453499999999,1
751,"Fort Meade, MD",39.10426349999999,-76.73423989999998,1
752,"Fort Morgan, CO",40.25025820000001,-103.7999509,1
753,"Fort Myers, FL",26.640628000000003,-81.87230840000002,1
754,"Fort Pierce, FL",27.446705600000005,-80.3256056,5
755,"Fort Smith, AR",35.38592420000001,-94.39854749999999,1
756,"Fort Smith, OK",35.38592420000001,-94.39854749999999,1
757,"Fort Stockton, TX",30.894043100000005,-102.8793222,1
758,"Fort Sumner, NM",34.4717332,-104.2455304,1
759,"Fort Valley, GA",32.5537585,-83.8874084,1
760,"Fort Walton Beach, FL",30.42007079999999,-86.6170308,2
761,"Fort Washington, MD",38.7073379,-77.0230313,1
762,"Fort Wayne, IN",41.079273,-85.13935129999999,4
763,"Fort Worth, TX",32.7554883,-97.3307658,13
764,"Fountain Inn, SC",34.6890095,-82.19566789999998,2
765,"Fountain Valley, CA",33.7090212,-117.9544069,1
766,"Fountain, CO",38.682219,-104.7008056,1
767,"Fox Crossing, WI",44.2289883,-88.493799,1
768,"Frametown, WV",38.63787620000001,-80.8584357,1
769,"Franklin County, MO",38.39536010000001,-91.135302,1
770,"Franklin County, OH",40.0154745,-82.99316069999998,1
771,"Franklin Township, PA",39.75329809999999,-75.841775,1
772,"Franklin, LA",29.7960399,-91.5015002,1
773,"Franklin, NC",35.18231710000001,-83.3815429,2
774,"Franklin, TN",35.9250637,-86.86888990000001,1
775,"Franklin, WI",42.888627,-88.03841949999996,1
776,"Franklinton, OH",39.9537272,-83.0280816,1
777,"Frederica, DE",39.009001700000006,-75.46575419999998,1
778,"Frederick, MD",39.41426879999999,-77.41054090000002,1
779,"Fredericksburg, VA",38.30318370000001,-77.46053990000001,1
780,"Frederickstown, WA",40.0002463,-79.99766890000002,1
781,"Fredonia, NY",42.4400576,-79.3317105,1
782,"Freeport, TX",28.9541368,-95.3596617,1
783,"Fremont, CA",37.5485396,-121.988583,5
784,"French Lick, IN",38.5489431,-86.61999139999998,1
785,"Fresno, CA",36.737798100000006,-119.7871247,17
786,"Fridley, MN",45.0860765,-93.2632821,1
787,"Friendly Hills, CO",39.630409,-105.1346669,1
788,"Friendswood, TX",29.529399800000004,-95.2010447,1
789,"Fritch, TX",35.6397655,-101.603228,1
790,"Fruitland Park, FL",28.8613765,-81.9064705,1
791,"Ft. Lauderdale, FL",26.1224386,-80.13731740000001,1
792,"Fullerton, CA",33.8703645,-117.9242123,3
793,"Fulshear, TX",29.69311189999999,-95.8998969,1
794,"Fulton, KY",36.5042277,-88.87422590000001,1
795,"Fuqua, TX",30.4471514,-94.7363152,1
796,"Gadsden, AL",34.014264000000004,-86.00663859999997,1
797,"Gainesville, FL",29.6516344,-82.32482619999998,2
798,"Gainesville, GA",34.2978794,-83.8240663,2
799,"Gallatin, TN",36.3883809,-86.4466599,1
800,"Gallup, NM",35.5280783,-108.7425843,1
801,"Galveston, TX",29.3013479,-94.7976958,1
802,"Garden City, ID",43.6221108,-116.2381744,1
803,"Garden Grove, CA",33.774269200000006,-117.9379952,1
804,"Gardena, CA",33.8883487,-118.3089624,3
805,"Gardner, KS",38.8108408,-94.9271868,1
806,"Gardnerville Ranchos, NV",38.8882398,-119.7412875,1
807,"Garland, TX",32.912624,-96.6388833,6
808,"Gary, IN",41.6020403,-87.3371523,6
809,"Gaston County, NC",35.28956510000001,-81.20781640000001,1
810,"Gastonia, NC",35.262082,-81.18730049999998,3
811,"Gautier, MS",30.385755,-88.6116854,1
812,"Genesee Township, MI",43.09351470000001,-83.6135572,1
813,"Geneva Township, OH",41.821318100000006,-80.9650023,1
814,"Geneva, WI",42.6386048,-88.4597673,2
815,"Georgetown, KY",38.2097967,-84.55883109999998,2
816,"Germantown, PA",40.0292648,-75.174598,1
817,"Gerrardstown, WV",39.3703778,-78.09555630000001,1
818,"Gibson County, TN",35.9969735,-88.86469799999998,1
819,"Gibson, LA",29.68687559999999,-90.990653,1
820,"Gifford, FL",27.6753089,-80.40921809999998,1
821,"Gilbert, AZ",33.3528264,-111.789027,3
822,"Gilbert, MN",47.4888156,-92.4649052,1
823,"Gillette, WY",44.2910915,-105.5022205,1
824,"Gilmer, TX",32.7287472,-94.94243790000002,1
825,"Gilroy, CA",37.0029828,-121.5566373,1
826,"Girard, OH",41.1539465,-80.7014662,1
827,"Glade Spring, VA",36.791225,-81.7712324,1
828,"Gladewater, TX",32.53653329999999,-94.9427168,1
829,"Glen Burnie, MD",39.1626084,-76.6246886,1
830,"Glen Valley, CA",33.861962,-117.3261526,1
831,"Glendale, AZ",33.538652299999995,-112.1859866,9
832,"Glendale, CA",34.1425078,-118.255075,1
833,"Glenoma, WA",46.5145545,-122.1600994,1
834,"Glenville, NY",42.9292419,-74.05207170000001,1
835,"Glenwood, GA",32.17990080000001,-82.6695802,1
836,"Golden Shores, AZ",34.7862833,-114.4741201,1
837,"Golden Valley, AZ",35.2233311,-114.2230108,1
838,"Golden, CO",39.755543,-105.2210997,1
839,"Goleta, CA",34.4358294,-119.8276389,1
840,"Gonic, NH",43.2745261,-70.9781184,1
841,"Gonzales County, TX",29.4834878,-97.5247243,1
842,"Goodbee, LA",30.495804,-90.196732,1
843,"Gooding, ID",42.9387917,-114.7131081,1
844,"Goodyear, AZ",33.4353394,-112.3576567,1
845,"Goose Creek, SC",32.9810059,-80.03258670000002,1
846,"Gorham, ME",43.67953139999999,-70.44422519999998,1
847,"Goshen, IN",41.5822716,-85.83443829999999,1
848,"Grafton, WV",39.34092490000001,-80.01896590000001,1
849,"Graham, WA",47.0528789,-122.2942839,1
850,"Grand Canyon Caverns, AZ",35.52832670000001,-113.2313159,1
851,"Grand Forks, ND",47.9252568,-97.0328547,2
852,"Grand Island, NE",40.92639570000001,-98.3420118,1
853,"Grand Junction, CO",39.0638705,-108.5506486,4
854,"Grand Prairie, TX",32.7459645,-96.99778459999999,1
855,"Grand Prarie, TX",32.7459645,-96.99778459999999,1
856,"Grand Rapids, MI",42.9633599,-85.6680863,1
857,"Grand Terrace, CA",34.0339031,-117.3136544,1
858,"Grandview, MO",38.8858407,-94.5330096,1
859,"Granite Falls, NC",35.7965205,-81.4306457,1
860,"Grant, OK",33.9430894,-95.5138162,1
861,"Grant-Valkaria, FL",27.939804,-80.571043,1
862,"Grants Pass, OR",42.4390069,-123.3283925,1
863,"Grapeview, WA",47.3352273,-122.8293192,1
864,"Grass Valley, CA",39.2190608,-121.0610606,1
865,"Gray, TN",36.4198258,-82.4765352,1
866,"Grayson County, VA",36.6721195,-81.20781640000001,1
867,"Great Falls, MT",47.5052849,-111.3007715,3
868,"Greece, NY",43.2097837,-77.6930602,2
869,"Greeley, CO",40.42331420000001,-104.7091322,5
870,"Green Bay, WI",44.51331879999999,-88.0132958,1
871,"Green, OH",40.9458898,-81.4831714,1
872,"Greenback, TN",35.66119039999999,-84.17213570000001,1
873,"Greenbelt, MD",39.0045544,-76.87552819999998,1
874,"Greene County, MO",37.3311215,-93.5003454,1
875,"Greeneville, TN",36.1631574,-82.83098609999998,1
876,"Greenfield, WI",42.9614039,-88.0125865,1
877,"Greenport, NY",41.1034326,-72.3592501,1
878,"Greensboro, NC",36.0726354,-79.79197540000001,2
879,"Greensburg, PA",40.3014581,-79.53892890000002,1
880,"Greenspoint, TX",29.9406789,-95.41390559999999,1
881,"Greenville County, SC",34.9297484,-82.34518899999998,2
882,"Greenville, MS",33.399661,-91.0377029,3
883,"Greenville, NC",35.612661,-77.3663538,4
884,"Greenville, SC",34.85261759999999,-82.3940104,3
885,"Greenwood, IN",39.6136578,-86.10665259999998,1
886,"Grenada, MS",33.7690049,-89.8084192,1
887,"Gresham, OR",45.5098502,-122.4347608,2
888,"Gretna, LA",29.9146493,-90.0539603,1
889,"Griffin, GA",33.246780699999995,-84.26409040000001,1
890,"Grover Beach, CA",35.1216424,-120.6212821,1
891,"Groveton, TX",31.0549071,-95.1257691,1
892,"Grundy, VA",37.2778886,-82.0990223,1
893,"Guadalupe County, TX",29.6477307,-97.87216,1
894,"Gulfport, MS",30.367419800000004,-89.0928155,4
895,"Gunlock, KY",37.547597,-82.9259979,1
896,"Gunnison County, CO",38.6437083,-107.0067031,1
897,"Gurnee, IL",42.3702996,-87.90201859999998,1
898,"Guthrie, OK",35.878937,-97.4253185,2
899,"Habersham, GA",34.6478893,-83.54965659999998,1
900,"Hacienda Heights, CA",33.993067700000005,-117.9686755,1
901,"Hackensack, NJ",40.8859325,-74.0434736,2
902,"Hackett, AR",35.1903732,-94.4110494,1
903,"Hall County, GA",34.30778,-83.804868,2
904,"Hallandale Beach, FL",25.9812024,-80.14837899999998,3
905,"Hamilton County, TN",35.1618966,-85.14793639999998,1
906,"Hamilton, AL",34.1423235,-87.98864379999998,1
907,"Hamilton, NJ",40.2115109,-74.6796651,1
908,"Hamilton, OH",39.3995008,-84.5613355,2
909,"Hammett, ID",42.94573070000001,-115.466186,1
910,"Hammond, LA",30.5043583,-90.4611995,1
911,"Hampton, GA",33.3870578,-84.2829784,1
912,"Hampton, NH",42.93759319999999,-70.83892190000002,1
913,"Hampton, VA",37.0298687,-76.34522179999998,1
914,"Hanceville, AL",34.0606545,-86.76749799999996,1
915,"Hancock County, MS",30.3887582,-89.5120084,1
916,"Hanford, CA",36.3274502,-119.6456844,1
917,"Hanover, CO",37.7772071,-77.51607879999997,1
918,"Hanover, IN",38.7142263,-85.47357070000002,1
919,"Hanover, NM",32.8134085,-108.0911535,1
920,"Happy Valley, CA",38.68194,-120.56222,1
921,"Hardeeville, SC",32.2871413,-81.08066649999998,2
922,"Hardwick, NJ",41.0543894,-74.93261290000002,2
923,"Harker Heights, TX",31.083510200000006,-97.6597376,1
924,"Harmony, IN",39.5349663,-87.069919,1
925,"Harmony, TX",32.7543681,-95.1091207,1
926,"Harris County, TX",29.7751825,-95.3102505,1
927,"Harrisburg, PA",40.27319110000001,-76.88670079999999,4
928,"Harrisonburg, VA",38.4495688,-78.8689155,2
929,"Harrisonville, MO",38.6533445,-94.3488372,1
930,"Hartford, CT",41.76580429999999,-72.6733723,1
931,"Harvey, IL",41.6100344,-87.6467131,1
932,"Harvey, LA",29.9035387,-90.0772944,2
933,"Hastings, MN",44.7443293,-92.8513706,1
934,"Hattiesburg, MS",31.3271189,-89.29033919999998,2
935,"Haughton, LA",32.532651400000006,-93.50406269999999,1
936,"Havasu, AZ",34.483901,-114.3224548,1
937,"Havre de Grace, MD",39.5492792,-76.09161700000001,1
938,"Hawaiian Gardens, CA",33.8314045,-118.0728424,1
939,"Hawkins, WI",45.51496789999999,-90.71986590000002,1
940,"Hawthorne, CA",33.9164032,-118.3525748,1
941,"Haymarket, VA",38.8120591,-77.6363806,1
942,"Haynesville, AL",32.1840315,-86.5802533,1
943,"Hays, KS",38.8791783,-99.3267702,2
944,"Hayti, MO",36.233679,-89.74952720000002,1
945,"Hayward, CA",37.6687665,-122.08099640000002,3
946,"Healdton, OK",34.2331475,-97.4878023,1
947,"Helena, MT",46.5891452,-112.0391057,1
948,"Helena-West Helena, AR",34.5291,-90.59,1
949,"Hemet, CA",33.7475203,-116.9719684,7
950,"Henderson County, TX",32.1321367,-95.8142885,1
951,"Henderson, NC",36.3294305,-78.39920099999998,1
952,"Henderson, NV",36.0395247,-114.9817213,4
953,"Hendersonville, NC",35.3187279,-82.46095279999999,1
954,"Hendersonville, TN",36.3047735,-86.6199957,1
955,"Henrico, VA",37.50593320000001,-77.3324425,1
956,"Henry County, GA",33.4347963,-84.14351359999998,1
957,"Henry County, IN",39.9704844,-85.35496499999998,1
958,"Hensley, WV",37.4740011,-81.6998327,1
959,"Hereford, TX",34.8150622,-102.3977036,1
960,"Hermantown, MN",46.8068852,-92.2382464,1
961,"Hernando, FL",28.8999815,-82.37454009999998,1
962,"Herndon, VA",38.9695545,-77.38609759999999,1
963,"Hesperia, CA",34.4263886,-117.3008784,2
964,"Hessel, MI",46.03093320000001,-84.33874890000001,1
965,"Hesston, KS",38.1383437,-97.4314267,1
966,"Hialeah, FL",25.8575963,-80.2781057,1
967,"Hickory, NC",35.7344538,-81.3444573,2
968,"Highgrove, CA",34.0157508,-117.3333031,1
969,"Highland, CA",34.1283442,-117.2086513,2
970,"Highlands Ranch, CO",39.5480789,-104.97393329999998,1
971,"Hillsboro, OR",45.514913,-122.93921090000002,2
972,"Hilltop, OH",39.9428552,-83.0895771,1
973,"Hillyard, WA",47.7007255,-117.3663252,1
974,"Hilo, HI",19.724110600000003,-155.08681930000003,4
975,"Hiltons, VA",36.6545454,-82.4670941,1
976,"Hinds County, MS",32.2648353,-90.37483540000001,1
977,"Hiram, GA",33.875660100000005,-84.7621592,1
978,"Hiseville, KY",37.1008864,-85.8124723,1
979,"Hixson, TN",35.137265,-85.23682190000002,1
980,"Hobbs, NM",32.702611600000004,-103.1360403,3
981,"Hog Valley, FL",29.494415000000004,-81.8953647,1
982,"Hohenwald, TN",35.5478513,-87.5519628,2
983,"Holiday, FL",28.187790000000003,-82.73954540000003,1
984,"Holland Township, MI",42.8128096,-86.08838949999998,1
985,"Hollywood Hills, CA",34.1176605,-118.3520389,2
986,"Hollywood, CA",34.0928092,-118.3286614,2
987,"Hollywood, FL",26.0112014,-80.1494901,2
988,"Homedale, ID",43.6176584,-116.9337599,1
989,"Homer, LA",32.7918133,-93.055718,1
990,"Homestead, FL",25.4687224,-80.4775569,3
991,"Hometown, WV",38.5328674,-81.86124439999998,1
992,"Homewood, AL",33.4717732,-86.80082279999998,4
993,"Hominy, OK",36.4142357,-96.3952963,1
994,"Honolulu, HI",21.3069444,-157.8583333,10
995,"Hoover, AL",33.405386699999994,-86.8113781,2
996,"Hopewell, VA",37.3043154,-77.28720009999998,2
997,"Hopkins County, TX",33.2282942,-95.4777811,1
998,"Horn Lake, MS",34.9553719,-90.03481389999996,1
999,"Horry County, SC",33.919656700000004,-78.92882420000002,1
1000,"Horseheads, NY",42.167019,-76.8205119,1
1001,"Houma, LA",29.5957696,-90.7195348,3
1002,"Houston, AK",61.6299351,-149.8185119,1
1003,"Houston, TX",29.7604267,-95.3698028,44
1004,"Howland Township, OH",41.2576207,-80.7325287,1
1005,"Hudson, NC",35.8484645,-81.4959267,1
1006,"Hudson, OH",41.240056,-81.44066699999998,1
